Account.UserNotExist,User does not exist!,Юзерът не съществува.,Этот юзер не существует,L'utilisateur n'existe pas!,L'username non esiste.,Usuário não existe!,Benutzer existiert nicht!,¡El usuario no existe!,Pengguna tidak wujud!,사용자가 존재하지 않습니다!,このユーザーは存在しません！,用户不存在!,Korisnik ne postoji!,Korisnik ne postoji!,Korisnik ne postoji!,Korisnik ne postoji!,Korisnik ne postoji!,Usuário não existe!,Юзерът не съществува.
Account.PasswordEmptyError,Password cannot be empty!,Паролата не може да бъде празна!,Пароль не может быть пустой!,Le mot de passe ne peut pas être vide!,L'password non è compilata!,A senha não pode estar vazia!,Passwort darf nicht leer sein!,¡La contraseña no puede estar vacía!,Kata laluan tidak boleh kosong!,비밀번호를 반드시 입력해야합니다!,パスワードの入力は必須です！,密码不能空着!,Lozinka ne može ostati prazna!,Lozinka ne može ostati prazna!,Lozinka ne može ostati prazna!,Lozinka ne može ostati prazna!,Lozinka ne može ostati prazna!,A senha não pode estar vazia!,Паролата не може да бъде празна!
Account.PasswordsNotEqual,Passwords are not equal!,Паролите не съвпадат!,Пароли не совпадают,Les mots de passe ne sont pas égaux!,Le password non sono uguali!,"As senhas não são iguais!
",Passwörter stimmen nicht überein!,¡Las contraseñas no coinciden!,Kata laluan tidak sama!,비밀번호가 일치하지 않습니다!,パスワードが一致しません！,密码不相同!,Lozinke se ne podudaraju!,Lozinke se ne podudaraju!,Lozinke se ne podudaraju!,Lozinke se ne podudaraju!,Lozinke se ne podudaraju!,"As senhas não são iguais!
",Паролите не съвпадат!
Account.NoConnection,No connection available,Няма връзка с интернет.,Нет связи с интернетом,Aucune connexion disponible,Non c'e la connessione.,"Nenhuma conexão disponível
",Keine Verbindung vorhanden,No hay conexión disponible,Tiada sambungan tersedia,이용가능한 연결이 없습니다,接続できません,无连接,Nema dostupne veze,Nema dostupne veze,Nema dostupne veze,Nema dostupne veze,Nema dostupne veze,"Nenhuma conexão disponível
",Няма връзка с интернет.
Account.LoginAttempt,Too many login attempts.Please try again later!,Прекалено много опити за логване. Моля опитайте отново по-късно!,"Слишком много попыток логина! Пожалуйста, попробуйте войти в систему позже!",Trop de tentatives de connexion. Veuillez réessayer ultérieurement.,Troppi log in. Rivprova più tardi!,"Muitas tentativas de login. Por favor, tente novamente mais tarde.",Zu viele Login-Versuche. Bitte versuche es später noch einmal!,"Demasiados intentos de acceso. Por favor, ¡inténtalo de nuevo más tarde!",Terlalu banyak cubaan log masuk.Sila cuba sebentar lagi!,로그인 시도를 초과했습니다. 나중에 다시 시도하십시오!,ログインの試行が多すぎます。後ほど再度お試しください。,尝试登录太多次。 请稍后重试！,Previše pokušaja prijave. Pokušajte ponovo kasnije!,Previše pokušaja prijave. Pokušajte ponovo kasnije!,Previše pokušaja prijave. Pokušajte ponovo kasnije!,Previše pokušaja prijave. Pokušajte ponovo kasnije!,Previše pokušaja prijave. Pokušajte ponovo kasnije!,"Muitas tentativas de login. Por favor, tente novamente mais tarde.",Прекалено много опити за логване. Моля опитайте отново по-късно!
Account.EmailNotFree,There is an account registered with that e-mail!,Вече има регистриран акаунт с този мейл!,Пользователь с таким почтовым адресом уже зарегистрирован.,Un compte est enregistré avec cet e-mail!,Già esiste un registrazione con quel account.,Existe uma conta registrada com esse e-mail!,Es ist ein Konto mit dieser E-Mail-Adresse registriert!,¡Hay una cuenta registrada con este e-mail!,Ada akaun yang didaftarkan dengan e-mel itu!,이메일로 등록된 계정이 있습니다!,このEメールアドレスで登録されているユーザーが存在します。,已有户口使用该电邮注册！,Nema računa registrovanog na ovaj email.,Nema računa registrovanog na ovaj email.,Nema računa registrovanog na ovaj email.,Nema računa registrovanog na ovaj email.,Nema računa registrovanog na ovaj email.,Existe uma conta registrada com esse e-mail!,Вече има регистриран акаунт с този мейл!
Account.WrongData,Wrong email or password,Грешен мейл или парола,"Пожалуйста, проверьте правильность написания логина и пароля.",E-mail ou mot de passe incorrect,Email o password errata.,E-mail ou senha incorretos,Falsche E-Mail-Adresse oder falsches Passwort,Email o contraseña incorrectos,E-mel atau kata laluan yang salah,잘못된 이메일 또는 비밀번호입니다,Eメールアドレスまたはパスワードに誤りがあります。,电邮或密码错误,Pokrešan email ili lozinka,Pokrešan email ili lozinka,Pokrešan email ili lozinka,Pokrešan email ili lozinka,Pokrešan email ili lozinka,E-mail ou senha incorretos,Грешен мейл или парола
Account.ForgotPass,Forgot password,Забравена парола,Забыли пароль?,Mot de passe oublié,Password dimenticata.,"Esqueceu a senha
",Passwort vergessen,He olvidado mi contraseña,Lupa kata laluan,비밀번호를 잊으셨나요,パスワードを忘れた,忘记密码,Zaboravljena lozinka,Zaboravljena lozinka,Zaboravljena lozinka,Zaboravljena lozinka,Zaboravljena lozinka,"Esqueceu a senha
",Забравена парола
Account.ForgotTitle,Forgot password,Забравена парола,Забыли пароль?,Mot de passe oublié,Password dimenticata.,Esqueceu a senha,Passwort vergessen,He olvidado mi contraseña,Lupa kata laluan,비밀번호를 잊으셨나요,パスワードを忘れた,忘记密码,Zaboravljena lozinka,Zaboravljena lozinka,Zaboravljena lozinka,Zaboravljena lozinka,Zaboravljena lozinka,Esqueceu a senha,Забравена парола
Account.ForgotFreeText,Enter the email that you registered,"Въведете мейла, с който сте регистрирани.","Введите емейл, с котором вы зарегистрировались",Entrez le E-mail que vous avez enregistré,Inserisci la tua mail.,Insira o e-mail que você registrou,"Gib die E-Mail-Adresse ein, mit der Du Dich angemeldet hast",Introduce el email con el que te registraste,Masukkan e-mel yang anda daftar,등록한 이메일을 입력하세요,登録したEメールアドレスを入力してください,输入你注册的电邮,Unesi email koji si registrovao,Unesi email koji si registrovao,Unesi email koji si registrovao,Unesi email koji si registrovao,Unesi email koji si registrovao,Insira o e-mail que você registrou,"Въведете мейла, с който сте регистрирани."
Account.ForgotPassEmailSuccess,Check your email. Tap the link included to choose a new password.,"Проверете мейла си. Натиснете линка, за да изберете новата си парола.","Проверьте вашу электронную почту. Нажмите на линк, чтобы выбрать новый пароль.",Vérifiez votre courrier électronique. Appuyez sur le lien inclus pour choisir un nouveau mot de passe.,Inserisci la tua nuova passowrd seguendo il link.,Verifique seu e-mail. Toque no link incluído para escolher uma nova senha.,"Überprüfe Deine E-Mails. Tippe auf den Link, um ein neues Passwort zu wählen.",Comprueba tu email. Toca el enlace incluido para elegir una nueva contraseña.,Semak e-mel anda. Tekan pautan yang disertakan untuk pilih kata laluan baru.,이메일을 확인하세요. 새로운 비밀번호를 설정하려면 링크를 누르세요.,Eメールをご確認ください。メールに含まれるリンクをタップして、新しいパスワードを選んでください。,查看你的电邮。点击内文的链接以选择新密码。,Proveri email. Klikni na link u njemu kako bi odabrao novu lozinku.,Proveri email. Klikni na link u njemu kako bi odabrao novu lozinku.,Proveri email. Klikni na link u njemu kako bi odabrao novu lozinku.,Proveri email. Klikni na link u njemu kako bi odabrao novu lozinku.,Proveri email. Klikni na link u njemu kako bi odabrao novu lozinku.,Verifique seu e-mail. Toque no link incluído para escolher uma nova senha.,"Проверете мейла си. Натиснете линка, за да изберете новата си парола."
Account.LoadAvatarFrom,Load avatar from,Качи аватар от,Загрузи аватар с,Chargez l'avatar à partir de,Load avatar da ...,Carregar avatar a partir de,Avatar laden von,Cargar avatar desde,Muat avatar dari,아바타 불러오기,からアバターをロードする,上载头像自,Učitaj avatara sa,Učitaj avatara sa,Učitaj avatara sa,Učitaj avatara sa,Učitaj avatara sa,Carregar avatar a partir de,Качи аватар от
Account.Gallery,Gallery,Галерия,Галерея,Galerie,Galeria,Galeria,Galerie,Galería,Galeri,갤러리,ギャラリー,图库,Galerija,Galerija,Galerija,Galerija,Galerija,Galeria,Галерия
Account.Camera,Camera,Камера,Камера,Caméra,Cemera,Câmera,Kamera,Cámara,Kamera,카메라,カメラ,相机,Kamera,Kamera,Kamera,Kamera,Kamera,Câmera,Камера
LevelPack.Title,Pack Locked,Нивата са заключени,Уровни заперты,Pack bloqué,I livelli sono chiusi.,Os niveis estão bloqueados,Paket gesperrt,Paquete bloqueado,Pek Dikunci,팩이 잠겼습니다,ロックされたパック,配套封锁,Paket Zaključan,Paket Zaključan,Paket Zaključan,Paket Zaključan,Paket Zaključan,Os niveis estão bloqueados,Нивата са заключени
LevelPack.Text,"You have {0} stars. To unlock next 16 levels, you need {1} stars",Имаш {0} звезди. За да отключиш следващите 16 нива ти трябват {1} звезди.,У тебя есть {0} звезды. Чтобы разблокировать следующее 16 уровенях тебе нужны {1} звезды,"Vous avez {0} étoiles. Pour déverrouiller les 16 derniers niveaux, vous avez besoin de {1} étoiles",Hai {0} stelle. Per andare avanti devi prendere {1} stelle.,"Você tem {0} estrelas. Para desbloquear os próximos 16 níveis, você precisa de {1} estrelas","Du hast {0} Sterne. Um die nächsten 16 Levels freizuschalten, benötigst Du {1} Sterne","Tienes {0} estrellas. Para desbloquear los siguientes 16 niveles, necesitas {1} estrellas","Anda ada {0} bintang. Untuk buka kunci 16 tahap seterusnya, anda perlu {1} bintang","{0} 별이 있습니다. 다음 16 레벨을 잠금해제하려면, {1} 스타가 필요합니다",スターを{0}個持っています。次の16レベルをロック解除するには、{1}個のスターが必要です,你有 {0} 颗星。你需要{1}颗星以解锁接下来的16个关卡,"Imaš {0} zvezdica. Da bi otključao sledećih 16 nivoa, treba ti {1} zvezdica.","Imaš {0} zvezdica. Da bi otključao sledećih 16 nivoa, treba ti {1} zvezdica.","Imaš {0} zvezdica. Da bi otključao sledećih 16 nivoa, treba ti {1} zvezdica.","Imaš {0} zvezdica. Da bi otključao sledećih 16 nivoa, treba ti {1} zvezdica.","Imaš {0} zvezdica. Da bi otključao sledećih 16 nivoa, treba ti {1} zvezdica.","Você tem {0} estrelas. Para desbloquear os próximos 16 níveis, você precisa de {1} estrelas",Имаш {0} звезди. За да отключиш следващите 16 нива ти трябват {1} звезди.
LevelPack.UnlockNow,Unlock now!,Отключи сега!,Разблокировать сейчас!,Débloquez maintenant!,Apri adesso!,Desbloqueie agora!,Jetzt freischalten!,¡Desbloquear ahora!,Buka kunci sekarang!,지금 잠금해제!,今すぐロック解除！,现在解锁!,Otključaj sada!,Otključaj sada!,Otključaj sada!,Otključaj sada!,Otključaj sada!,Desbloqueie agora!,Отключи сега!
Lives.NextLifeText,next life in {0:00}:{1:00},Следващ живот след {0:00}:{1:00},Следующая жизнь через {0:00}:{1:00},Vie dans {0:00}: {1:00},La prossima vita fra {0:00}: {1:00},Próxima vida em {0:00}:{1:00},nächstes Leben in {0:00}:{1:00},próxima vida en {0:00}:{1:00},kehidupan seterusnya dalam {0:00}:{1:00},다음 생명은 {0:00}:{1:00},次のライフまで{0:00}:{1:00},下一条命出现在 {0:00}:{1:00},Sledeći život u {0:00}:{1:00},Sledeći život u {0:00}:{1:00},Sledeći život u {0:00}:{1:00},Sledeći život u {0:00}:{1:00},Sledeći život u {0:00}:{1:00},Próxima vida em {0:00}:{1:00},Следващ живот след {0:00}:{1:00}
AskForLives.Title,Ask for lives,Поискай животи,Попроси жизни,Demandez des vies,Chiedi vite.,Pedir vidas,Nach Leben fragen,Pedir vidas,Minta kehidupan,생명 요청하기,ライフのリクエスト,请求生命,Traži živote,Traži živote,Traži živote,Traži živote,Traži živote,Pedir vidas,Поискай животи
AskForLives.Send,Send,Изпрати,Отправить,Envoyer,Manda,Enviar,Senden,Enviar,Hantar,보내기,送信,发送,Pošalji,Pošalji,Pošalji,Pošalji,Pošalji,Enviar,Изпрати
Messages.Title,Messages,Съобщения,Сообщения,Messages,Messaggio,Mensagens,Nachrichten,Mensajes,Mesej,메시지,メッセージ,信息,Poruke,Poruke,Poruke,Poruke,Poruke,Mensagens,Съобщения
Messages.Accept,Accept,Приеми,Принять,Acceptez,Accetta,Aceitar,Akzeptieren,Aceptar,Terima,수락,受け取り,接受,Prihvati,Prihvati,Prihvati,Prihvati,Prihvati,Aceitar,Приеми
Messages.AskLifeTitle,Help your friend!,Помогни на приятел!,Помоги другу,Aider votre ami!,Aiuta ad un amico!,Ajude um amigo!,Hilf Deinem Freund!,¡Ayuda a tu amigo!,Bantu rakan anda!,친구 도와주기!,友だちを助けよう！,帮助你的朋友!,Pomogni prijatelju!,Pomogni prijatelju!,Pomogni prijatelju!,Pomogni prijatelju!,Pomogni prijatelju!,Ajude um amigo!,Помогни на приятел!
Messages.AskLifeText,{0} asks you to send a life!,{0} иска да изпратиш живот!,{0} хочет прислать ему/ей жизнь,{0} vous demande d'envoyer une vie!,{0} vuole una nuova vita!,{0} pede-lhe para enviar uma vida!,"{0} bittet dich, ein Leben zu schicken!",¡{0} te pide que le envíes una vida!,{0} meminta anda menghantar nyawa!,{0}가 생명을 보내달라고 요청했습니다!,{0}がライフを送ってほしいと言っています！,{0}请你送一条生命!,{0} te pita da pošalješ život!,{0} te pita da pošalješ život!,{0} te pita da pošalješ život!,{0} te pita da pošalješ život!,{0} te pita da pošalješ život!,{0} pede-lhe para enviar uma vida!,{0} иска да изпратиш живот!
Messages.SendLifeTitle,You got a gift!,Получи подарък!,Получи подарок,Tu as reçu un cadeau!,Ricevi un regalo!,Você recebeu um presente!,Du hast ein Geschenk erhalten!,¡Tienes un regalo!,Anda mendapat hadiah!,선물을 받았습니다!,ギフトを受け取りました！,你有一个礼物!,Imaš poklon!,Imaš poklon!,Imaš poklon!,Imaš poklon!,Imaš poklon!,Você recebeu um presente!,Получи подарък!
Messages.SendLifeText,{0} gave you a life!,{0} Ти даде живот!,{0} Ты дал жизнь,{0} vous a donné une vie!,{0} ti ha regalato una vita!,{0} deu-lhe uma vida!,{0} hat Dir ein Leben geschenkt!,¡{0} te ha dado una vida!,{0} memberi anda nyawa!,{0}가 생명을 보냈습니다!,{0}がライフを送ってくれました！,{0}给了你一条生命!,{0} ti je dao život!,{0} ti je dao život!,{0} ti je dao život!,{0} ti je dao život!,{0} ti je dao život!,{0} deu-lhe uma vida!,{0} Ти даде живот!
FacebookRequests.MaxUsersSelect,You can select max 50 users at once,Можеш да селектираш до 50 потребителя наведнъж,Можешь выбрать до 50 игроков сразу,Vous pouvez sélectionner maximum 50 utilisateurs à la fois,Puoi selezionare fino a 50 users in una volta.,Você pode selecionar até 50 usuários ao mesmo tempo,Du kannst maximal 50 Benutzer gleichzeitig auswählen,Puedes seleccionar un máx. de 50 usuarios a la vez,Anda boleh pilih maks 50 pengguna sekaligus,한번에 최대 50명의 사용자를 선택할 수 있습니다,一度に50名までのユーザーを選択できます,你能够一次选择最多50 个用户,Možeš odabrati najviše 50 korisnika odjednom,Možeš odabrati najviše 50 korisnika odjednom,Možeš odabrati najviše 50 korisnika odjednom,Možeš odabrati najviše 50 korisnika odjednom,Možeš odabrati najviše 50 korisnika odjednom,Você pode selecionar até 50 usuários ao mesmo tempo,Можеш да селектираш до 50 потребителя наведнъж
FacebookRequests.AskForLife,"I'm out of lives, could you please send me one?","Нямам животи, можеш ли да ми изпратиш?","У меня не остались жизни, можешь прислать?","Je suis hors de la vie, pouvez-vous m'envoyer un?","Non ho più vite, mi puoi prestare?","Estou sem vidas, você poderia me enviar?","Ich habe keine Leben mehr, könntest Du mir bitte eines schicken?","No me quedan vidas, ¿podrías enviarme una?","Saya kehabisan nyawa, bolehkah anda hantar saya satu?","생명이 없습니다, 하나만 보내줄 수 있나요?",もうライフがありません。1つ送ってもらえませんか？,"我没命了, 你能够送我一条生命吗?","Nemam više života, da li možeš da mi pošalješ jedan?","Nemam više života, da li možeš da mi pošalješ jedan?","Nemam više života, da li možeš da mi pošalješ jedan?","Nemam više života, da li možeš da mi pošalješ jedan?","Nemam više života, da li možeš da mi pošalješ jedan?","Estou sem vidas, você poderia me enviar?","Нямам животи, можеш ли да ми изпратиш?"
FacebookRequests.SendLife,Here's a life! Have a great day!,Заповядай един живот!,Ваша жизнь здесь!,Voici une vie! Passez une bonne journée!,Ecco una nuova vita per te!,Aqui está uma vida! Tenha um bom dia!,Hier ist ein Leben! Ich wünsche Dir einen wunderbaren Tag!,¡Aquí tienes una vida! ¡Que pases un buen día!,Ini nyawa! Nikmati hari yang hebat!,여기 생명이 있습니다! 좋은 하루되세요!,どうぞ、ライフです！良い1日を！,这是一条生命! 祝你有个愉快的一天!,Evo života! Lep dan ti želim!,Evo života! Lep dan ti želim!,Evo života! Lep dan ti želim!,Evo života! Lep dan ti želim!,Evo života! Lep dan ti želim!,Aqui está uma vida! Tenha um bom dia!,Заповядай един живот!
Contact.Title,Contact,Контакт,Контакт,Contact,Contatto,Contato,Kontakt,Contacto,Kenalan,연락,連絡,联络,Kontakt,Kontakt,Kontakt,Kontakt,Kontakt,Contato,Контакт
Contact.Name,NAME,ИМЕ,Ваше имя,PRÉNOM,Nome,NOME,NAME,NOMBRE,NAMA,이름,名前,姓名,IME,IME,IME,IME,IME,NOME,ИМЕ
Contact.Email,EMAIL,МЕЙЛ,Ваш e-mail,EMAIL,Email,EMAIL,E-Mail-ADRESSE,EMAIL,E-MEL,이메일,Eメールアドレス,电邮,EMAIL,EMAIL,EMAIL,EMAIL,EMAIL,EMAIL,МЕЙЛ
Contact.Message,MESSAGE,СЪОБЩЕНИЕ,Сообщение,MESSAGE,Messaggio,MENSAGEM,NACHRICHT,MENSAJE,MESEJ,메시지,メッセージ,信息,PORUKA,PORUKA,PORUKA,PORUKA,PORUKA,MENSAGEM,СЪОБЩЕНИЕ
Contact.EmailEmptyError,Email cannot be empty!,Мейлът не може да бъде празен!,E-mail не может быть пустым,E-mail ne peut pas être vide!,La mail non può essere vuota!,O email não pode estar vazio!,E-Mail darf nicht leer sein!,¡El email no puede estar vacío!,E-mel tidak boleh kosong!,이메일을 반드시 입력해야 합니다!,Eメールアドレスの入力は必須です！,电邮不能空着,Email ne može ostati prazan!,Email ne može ostati prazan!,Email ne može ostati prazan!,Email ne može ostati prazan!,Email ne može ostati prazan!,O email não pode estar vazio!,Мейлът не може да бъде празен!
Contact.EmailNotValidError,Email is not valid!,Мейлът не е валиден!,Невалидный email,L'email n'est pas valide!,La mail non è valida!,E-mail não é válido!,E-Mail ist ungültig!,¡El email no es válido!,E-mel tidak sah!,이메일이 유효하지 않습니다!,Eメールアドレスが正しくありません！,电邮无效!,Email nije valjan!,Email nije valjan!,Email nije valjan!,Email nije valjan!,Email nije valjan!,E-mail não é válido!,Мейлът не е валиден!
Contact.UsernameEmptyError,Name can't be empty,Името не може да бъде празно,Имя пользователя не может быть пустым,Le nom ne peut pas être vide,Il nome non può essere vuoto.,O nome não pode estar vazio,Name darf nicht leer sein,El nombre no puede estar vacío,Nama tidak boleh kosong,이름을 반드시 입력해야 합니다,名前の入力は必須です,姓名不能空着,Ime ne može ostati prazno,Ime ne može ostati prazno,Ime ne može ostati prazno,Ime ne može ostati prazno,Ime ne može ostati prazno,O nome não pode estar vazio,Името не може да бъде празно
Contact.UsernameNotValid,Name can't be less than 3 symbols and more than 100.,Името не може да бъде под 3 символа и над 100 символа,Имя пользователя не может быть мене чем три символов и больше чем 100 символов,Le nom ne peut pas dépasser 3 symboles et plus de 100.,Il nome non può essere meno 3 simboli e più di 100,O nome não pode ser inferior a 3 símbolos e mais de 100.,Name darf nicht weniger als 3 und mehr als 100 Zeichen haben.,El nombre no puede tener menos de 3 símbolos ni más de 100.,Nama tidak boleh kurang dari 3 simbol dan tidak lebih dari 100.,이름은 3-100자 이내여야 합니다.,名前は3〜100文字で入力してください。,姓名不能少过3个也不能多过100 个字符,Ime ne može imati manje od 3 i više od 100 simbola.,Ime ne može imati manje od 3 i više od 100 simbola.,Ime ne može imati manje od 3 i više od 100 simbola.,Ime ne može imati manje od 3 i više od 100 simbola.,Ime ne može imati manje od 3 i više od 100 simbola.,O nome não pode ser inferior a 3 símbolos e mais de 100.,Името не може да бъде под 3 символа и над 100 символа
Contact.MessageEmptyError,Name can't be empty,Съобщението не може да бъде празно,Сообщение не может быть пустым,Le nom ne peut pas être vide,Il nome non può essere vuoto.,A mensagem não pode estar vazio,Nachricht darf nicht leer sein,El mensaje no puede estar vacío,Mesej tidak boleh kosong,메시지를 반드시 입력해야 합니다.,メッセージの入力は必須です,信息不能空着,Ime ne može ostati prazno,Ime ne može ostati prazno,Ime ne može ostati prazno,Ime ne može ostati prazno,Ime ne može ostati prazno,A mensagem não pode estar vazio,Съобщението не може да бъде празно
Contact.Success,Message was sent. Thank you!,Съобщението беше изпратено. Благодаря!,Сообщение отправлено! Спасибо!,Le message a été envoyé. Je vous remercie!,Il messaggio è stato inviato. Grazie!,A mensagem foi enviada. Obrigado!,Nachricht wurde gesendet. Vielen Dank!,El mensaje se ha enviado. ¡Gracias!,Mesej telah dihantar. Terima kasih!,메시지가 전송되었습니다. 감사합니다!,メッセージが送信されました。ありがとうございます！,信息已发出。谢谢！,Poruka poslata. Hvala!,Poruka poslata. Hvala!,Poruka poslata. Hvala!,Poruka poslata. Hvala!,Poruka poslata. Hvala!,A mensagem foi enviada. Obrigado!,Съобщението беше изпратено. Благодаря!
Contact.Error,Message was not sent. Try again later,Съобщението не беше изпратено. Опитайте отново по-късно,Сообщение не отправлено! Попробуйте позже,Le message n'a pas été envoyé. Réessayez plus tard,Il messagggio non è  stato inviato. Riprova più tardi.,A mensagem não foi enviada. Tente mais tarde,Nachricht wurde nicht gesendet. Versuche es später noch einmal,El mensaje no se ha enviado. Inténtalo de nuevo más tarde,Mesej tidak dihantar. Cuba sebentar lagi,메시지가 전송되지 않았습니다. 나중에 다시 시도하십시오,メッセージは送信されませんでした。後ほど再度お試しください。,信息还没发出。 请稍后重试,Poruka nije poslata. Pokušaj ponovo kasnije,Poruka nije poslata. Pokušaj ponovo kasnije,Poruka nije poslata. Pokušaj ponovo kasnije,Poruka nije poslata. Pokušaj ponovo kasnije,Poruka nije poslata. Pokušaj ponovo kasnije,A mensagem não foi enviada. Tente mais tarde,Съобщението не беше изпратено. Опитайте отново по-късно
Notifications.Title,Notifications,Нотификации,Нотификации,Notifications,Notificazioni,Notificações,Benachrichtigungen,Notificaciones,Pemberitahuan,알림,通知,通知,Notifikacije,Notifikacije,Notifikacije,Notifikacije,Notifikacije,Notificações,Нотификации
Notifications.DeniedText,"Hey, remember to allow the notifications, so we can reach out to you when there are new and cool prizes available","Хей, напомняме ти да разрешиш нотификациите, за да знаеш кога има нови награди за теб","Хей, напоминаем тебе что можешь разрешить нотификации, чтобы всегда знал когда у тебя будут новые награды","Hé, n'oubliez pas d'autoriser les notifications, afin que nous puissions vous contacter quand il y a des prix nouveaux et gentils disponibles","Ciao, ti ricordiamo di attivare le notifichei, per ricevere informazioni sulle nuovi regalli. ","Ei, lembre-se de permitir as notificações, para que possamos contactá-lo quando houver novos e legais prêmios disponíveis","Hey, denk daran, die Benachrichtigungen zuzulassen, damit wir Dich erreichen können, wenn es neue und coole Preise gibt","Eh, recuerda permitir las notificaciones para que podamos contactar contigo cuando haya nuevos premios disponibles","Hei, ingat untuk benarkan pemberitahuan, supaya kami dapat hubungi anda apabila ada hadiah baru dan hebat tersedia","알림을 허용하세요, 멋지고 새로운 상금이 가능할 때 연락을 받을 수 있습니다",通知を許可すれば、新しく素敵な賞品が登場した時にお知らせが届くよ,嗨，请记得允许通知推送，这样我们才能在新的奖品出现时通知你,"Hej, seti se da omogućiš notifikacije kako bi ti mogli slati najnovije vesti o sjajnim nagradama.","Hej, seti se da omogućiš notifikacije kako bi ti mogli slati najnovije vesti o sjajnim nagradama.","Hej, seti se da omogućiš notifikacije kako bi ti mogli slati najnovije vesti o sjajnim nagradama.","Hej, seti se da omogućiš notifikacije kako bi ti mogli slati najnovije vesti o sjajnim nagradama.","Hej, seti se da omogućiš notifikacije kako bi ti mogli slati najnovije vesti o sjajnim nagradama.","Ei, lembre-se de permitir as notificações, para que possamos contactá-lo quando houver novos e legais prêmios disponíveis","Хей, напомняме ти да разрешиш нотификациите, за да знаеш кога има нови награди за теб"
Notifications.AllowText,Allow notifications,Разреши нотификациите,Прими уведомления,Autoriser les notifications,Accetta le notifiche.,Permitir Notificações,Benachrichtigungen zulassen,Permitir notificaciones,Benarkan pemberitahuan,알림 허용,通知を許可する,允许通知,Omogući notifikacije,Omogući notifikacije,Omogući notifikacije,Omogući notifikacije,Omogući notifikacije,Permitir Notificações,Разреши нотификациите
Notifications.IgnoreText,"No, thanks","Не, благодаря","Нет, спасибо",Non merci,"No, grazie. ","Não, obrigado","Nein, danke","No, gracias","Tidak, Terima kasih",괜찮습니다,許可しない,"不了,谢谢","Ne, hvala","Ne, hvala","Ne, hvala","Ne, hvala","Ne, hvala","Não, obrigado","Не, благодаря"
Notifications.NotPlayingRecently,Where have you been? 🤔 There are exciting levels that you can play!,"Къде беше? 🤔 Има интересни нива, които можеш да изиграеш!",Куда ты пропал? Есть интересные уровни которые ждут тебя,Où étiez-vous? 🤔 Il existe des niveaux passionnants que vous pouvez jouer!,Dove eri? Ci sono livelli interessanti che ti stano aspettando. ,Onde você esteve? 🤔 Existem níveis interessantes que você pode jogar!,"Wo bist du gewesen? 🤔 Es gibt spannende Levels, die Du spielen kannst!",¿Dónde has estado? 🤔 ¡Hay excitantes niveles en los que puedes jugar!,Di manakah anda berada? 🤔 Terdapat tahap menarik yang boleh anda main!,어디에 계셨어요? 🤔 플레이할 수 있는 재미있는 레벨이 여기있습니다!,どこへ行ってたの？ 🤔 ワクワクするレベルが、プレイしてもらうのを待ってるよ！,你去哪里了？ 🤔 这里有很多让人兴奋的关卡让你玩！,Gde si bio? 🤔 Imamo uzbudljive nove nivoe koje možeš igrati.,Gde si bio? 🤔 Imamo uzbudljive nove nivoe koje možeš igrati.,Gde si bio? 🤔 Imamo uzbudljive nove nivoe koje možeš igrati.,Gde si bio? 🤔 Imamo uzbudljive nove nivoe koje možeš igrati.,Gde si bio? 🤔 Imamo uzbudljive nove nivoe koje možeš igrati.,Onde você esteve? 🤔 Existem níveis interessantes que você pode jogar!,"Къде беше? 🤔 Има интересни нива, които можеш да изиграеш!"
